"pair","carrier","dist","pass","port1","port2","carrier_name","Hubs","city1","city2","nsmiles","passengers_sum","fare","ppm","income"
"MCO-ROC","WN",1033,25008,"MCO","ROC","Southwest",1,"Orlando, FL","Rochester, NY",1033,542,187.820184501845,0.181820120524535,101798.54
"DFW-PHL","F9",1303,24993,"DFW","PHL","Frontier",1,"Dallas/Fort Worth, TX","Philadelphia, PA",1303,3833,93.4101095747456,0.071688495452606,358040.95
"LAX-TPA","AA",2158,24933,"LAX","TPA","American",1,"Los Angeles, CA","Tampa, FL",2158,3001,239.656293986494,0.111054816490498,719208.538253469
"MKE-TPA","F9",1075,24910,"MKE","TPA","Frontier",1,"Milwaukee, WI","Tampa, FL",1075,1519,102.59301514154,0.0954353629223632,155838.79
"CMH-ORD","UA",296,24901,"CMH","ORD","United",1,"Columbus, OH","Chicago, IL",296,1665,174.355387217091,0.589038470328008,290301.719716456
"AUS-MCO","F9",994,24613,"AUS","MCO","Frontier",1,"Austin, TX","Orlando, FL",994,3139,148.879646049983,0.149778315945657,467333.208950896
"IAD-SAT","UA",1362,24544,"IAD","SAT","United",1,"Washington, DC","San Antonio, TX",1407,2498,265.930570107816,0.195250051474167,664294.564129324
"MIA-ORF","AA",802,24492,"MIA","ORF","American",1,"Miami, FL","Norfolk, VA",812,954,214.855157232704,0.267899198544519,204971.82
"MCI-TPA","NK",1048,24459,"MCI","TPA","Spirit",0,"Kansas City, MO","Tampa, FL",1048,1618,196.901534349412,0.187883143463179,318586.682577349
"ORD-PDX","OO",1739,24206,"ORD","PDX","Skywest",1,"Chicago, IL","Portland, OR",1751,2552,237.833919570174,0.136764761109933,606952.162743084
"ORD-PNS","UA",794,24093,"ORD","PNS","United",1,"Chicago, IL","Pensacola, FL",794,269,170.860400381316,0.215189421135158,45961.4477025739
"BOS-ORD","DL",867,23958,"BOS","ORD","Delta",1,"Boston, MA","Chicago, IL",867,9010,166.632685433967,0.192194562207575,1501360.49576004
"LAX-PHX","F9",370,23833,"LAX","PHX","Frontier",1,"Los Angeles, CA","Phoenix, AZ",370,13636,124.862743337404,0.337466873884875,1702628.36814884
"DEN-PIT","F9",1290,23682,"DEN","PIT","Frontier",0,"Denver, CO","Pittsburgh, PA",1290,1559,225.901651319144,0.175117559162127,352180.674406546
"PHL-TPA","NK",920,23636,"PHL","TPA","Spirit",0,"Philadelphia, PA","Tampa, FL",920,4251,147.77578756222,0.160625856045891,628194.872926996
"PDX-SAN","OO",933,23382,"PDX","SAN","Skywest",1,"Portland, OR","San Diego, CA",933,3545,179.716751351189,0.192622455896236,637095.883539964
"AUS-PDX","OO",1715,23296,"AUS","PDX","Skywest",1,"Austin, TX","Portland, OR",1715,1357,192.734082604743,0.112381389273903,261540.150094636
"MDW-PNS","WN",781,23265,"MDW","PNS","Southwest",1,"Chicago, IL","Pensacola, FL",794,269,153.46,0.196491677336748,41280.74
"COS-LAX","OO",833,23196,"COS","LAX","Skywest",1,"Colorado Springs, CO","Los Angeles, CA",833,522,222.876626037649,0.267558974835113,116341.598791653
"IAH-IND","OO",844,23183,"IAH","IND","Skywest",1,"Houston, TX","Indianapolis, IN",861,1183,235.028176284022,0.278469403180121,278038.332543998
"CHS-IAH","UA",925,22797,"CHS","IAH","United",1,"Charleston, SC","Houston, TX",928,260,218.86,0.236605405405405,56903.6
"LAS-RIC","B6",2086,22747,"LAS","RIC","Jetblue",0,"Las Vegas, NV","Richmond, VA",2086,942,157.717929936306,0.0756078283491398,148570.29
"MCO-SLC","WN",1931,22687,"MCO","SLC","Southwest",1,"Orlando, FL","Salt Lake City, UT",1931,4554,169.193425559947,0.0876195885861974,770506.86
"ORF-SAN","WN",2330,22655,"ORF","SAN","Southwest",0,"Norfolk, VA","San Diego, CA",2330,1004,256.355527888446,0.110023831711779,257380.95
"EUG-SFO","UA",451,22623,"EUG","SFO","United",1,"Eugene, OR","San Francisco, CA",471,332,163.5,0.362527716186253,54282
"DTW-MIA","NK",1145,22527,"DTW","MIA","Spirit",1,"Detroit, MI","Miami, FL",1145,7714,109.602543427534,0.0957227453515584,845474.02
"MIA-ORD","NK",1197,22498,"MIA","ORD","Spirit",1,"Miami, FL","Chicago, IL",1197,15356,141.158657177958,0.117927031894701,2167632.33962472
"LGA-MSY","WN",1183,22422,"LGA","MSY","Southwest",0,"New York City, NY","New Orleans, LA",1218,4316,216.743893654041,0.183215463781945,935466.645010839
"DTW-MCI","OO",629,22386,"DTW","MCI","Skywest",1,"Detroit, MI","Kansas City, MO",629,616,204.334604449003,0.324856286882358,125870.116340586
"LAX-RIC","B6",2305,22364,"LAX","RIC","Jetblue",1,"Los Angeles, CA","Richmond, VA",2305,1112,176.939847122302,0.0767634911593502,196757.11
"ORD-SAV","OO",773,22298,"ORD","SAV","Skywest",1,"Chicago, IL","Savannah, GA",773,1292,178.915067101335,0.231455455499787,231158.266694925
"DEN-MIA","NK",1709,22264,"DEN","MIA","Spirit",1,"Denver, CO","Miami, FL",1709,7043,165.174065895771,0.0966495411912057,1163320.94610391
"DEN-SDF","F9",1024,22238,"DEN","SDF","Frontier",0,"Denver, CO","Louisville, KY",1024,314,78.51,0.076669921875,24652.14
"ATL-PHX","F9",1587,22217,"ATL","PHX","Frontier",1,"Atlanta, GA","Phoenix, AZ",1587,4063,189.866589771419,0.119638682905746,771427.954241276
"DFW-LBB","AA",282,22148,"DFW","LBB","American",1,"Dallas/Fort Worth, TX","Lubbock, TX",293,994,172.381796529015,0.611282966414947,171347.505749841
"BOS-JFK","DL",187,22078,"BOS","JFK","Delta",1,"Boston, MA","New York City, NY",206,4651,171.725307474025,0.918317152267512,798694.405061689
"GRR-PHX","AA",1574,21970,"GRR","PHX","American",1,"Grand Rapids, MI","Phoenix, AZ",1574,1216,246.652010365461,0.156703945594321,299928.8446044
"DFW-MIA","NK",1121,21928,"DFW","MIA","Spirit",1,"Dallas/Fort Worth, TX","Miami, FL",1121,9180,134.039573115571,0.119571430076335,1230483.28120095
"JAC-JFK","AA",1894,21727,"JAC","JFK","American",1,"Jackson, WY","New York City, NY",1925,317,312.91,0.165211193241816,99192.47
"PDX-SMF","AS",479,21710,"PDX","SMF","Alaska",1,"Portland, OR","Sacramento, CA",479,2340,146.937457264957,0.306758783434149,343833.65
"SAN-TPA","WN",2087,21621,"SAN","TPA","Southwest",0,"San Diego, CA","Tampa, FL",2087,818,255.002188264059,0.122186003001466,208591.79
"DTW-STL","WN",440,21422,"DTW","STL","Southwest",0,"Detroit, MI","St. Louis, MO",440,602,163.623821926524,0.371872322560282,98501.5407997675
"DFW-PNS","NK",604,21317,"DFW","PNS","Spirit",1,"Dallas/Fort Worth, TX","Pensacola, FL",604,1086,173.549996903019,0.287334431958641,188475.296636679
"IAH-MIA","NK",964,21212,"IAH","MIA","Spirit",1,"Houston, TX","Miami, FL",966,8582,139.950826029992,0.145177205425303,1201057.98898939
"JAX-LGA","B6",833,21195,"JAX","LGA","Jetblue",0,"Jacksonville, FL","New York City, NY",866.25,5146,146.530454722114,0.175906908429909,754045.72
"JFK-LAS","AA",2248,20823,"JFK","LAS","American",1,"New York City, NY","Las Vegas, NV",2282,11742,243.785265127817,0.108445402636929,2862526.58313083
"BNA-LGA","AA",764,20803,"BNA","LGA","American",1,"Nashville, TN","New York City, NY",803,6645,153.153328818661,0.200462472275734,1017703.87
"ALB-TPA","WN",1130,20798,"ALB","TPA","Southwest",0,"Albany, NY","Tampa, FL",1138,266,208.4,0.184424778761062,55434.4
"BDL-RSW","NK",1180,20786,"BDL","RSW","Spirit",0,"Hartford, CT","Fort Myers, FL",1180,1048,184.409817945536,0.156279506733505,193261.489206921
"LAS-RDU","WN",2026,20714,"LAS","RDU","Southwest",1,"Las Vegas, NV","Raleigh/Durham, NC",2026,2470,198.77934673341,0.0981141889108639,490984.986431524
"CLE-TPA","WN",927,20695,"CLE","TPA","Southwest",0,"Cleveland, OH","Tampa, FL",930.75,2044,151.497976517015,0.163428237882433,309661.864000779
"IAH-PHL","F9",1325,20659,"IAH","PHL","Frontier",1,"Houston, TX","Philadelphia, PA",1336,2447,198.02450331198,0.149452455329796,484565.959604414
"SAN-SFO","AS",447,20551,"SAN","SFO","Alaska",1,"San Diego, CA","San Francisco, CA",447,14074,155.156023082286,0.347105197052094,2183665.8688601
"CLE-LAS","WN",1824,20365,"CLE","LAS","Southwest",1,"Cleveland, OH","Las Vegas, NV",1846,2638,212.634437925401,0.116575897985417,560929.647247209
"IAD-PBI","UA",859,20255,"IAD","PBI","United",1,"Washington, DC","West Palm Beach/Palm Beach, FL",883,3124,194.728376771633,0.226691940362786,608331.449034581
"DEN-RIC","OO",1482,20117,"DEN","RIC","Skywest",1,"Denver, CO","Richmond, VA",1482,630,256.459108814807,0.173049331184081,161569.238553329
"MCO-PIT","F9",834,20041,"MCO","PIT","Frontier",1,"Orlando, FL","Pittsburgh, PA",834,3332,190.151634975066,0.227999562320223,633585.247736919
"DEN-PNS","OO",1179,20004,"DEN","PNS","Skywest",1,"Denver, CO","Pensacola, FL",1179,624,202.167749895057,0.171473918486054,126152.675934516
"AUS-LAX","UA",1242,19997,"AUS","LAX","United",1,"Austin, TX","Los Angeles, CA",1242,8207,147.15961968405,0.118486006186835,1207738.998747
"BZN-DEN","F9",524,19923,"BZN","DEN","Frontier",0,"Bozeman, MT","Denver, CO",524,631,156.420577036892,0.298512551597121,98701.3841102786
"CVG-PHX","WN",1569,19745,"CVG","PHX","Southwest",1,"Cincinnati, OH","Phoenix, AZ",1569,1513,212.324066704931,0.135324452966814,321246.31292456
"BUF-LAS","WN",1986,19736,"BUF","LAS","Southwest",1,"Buffalo, NY","Las Vegas, NV",1986,254,280.72,0.14134944612286,71302.88
"JFK-PSP","B6",2378,19733,"JFK","PSP","Jetblue",1,"New York City, NY","Palm Springs, CA",2381,295,277.12,0.116534903280067,81750.4
"JFK-SAT","B6",1587,19690,"JFK","SAT","Jetblue",1,"New York City, NY","San Antonio, TX",1624,1801,307.218249069079,0.193584277926325,553300.06657341
"MYR-PHL","F9",473,19659,"MYR","PHL","Frontier",1,"Myrtle Beach, SC","Philadelphia, PA",473,254,104.770843277645,0.221502839910455,26611.7941925219
"DEN-MSY","OO",1062,19617,"DEN","MSY","Skywest",1,"Denver, CO","New Orleans, LA",1062,2509,170.23317529049,0.160294891987279,427115.036803841
"BOS-MIA","NK",1258,19319,"BOS","MIA","Spirit",1,"Boston, MA","Miami, FL",1283,13905,158.287075229237,0.125824384124989,2200981.78106254
"DEN-GRR","OO",1015,19281,"DEN","GRR","Skywest",1,"Denver, CO","Grand Rapids, MI",1015,1208,182.680828549421,0.179981111871351,220678.440887701
"LAS-MIA","NK",2174,19230,"LAS","MIA","Spirit",1,"Las Vegas, NV","Miami, FL",2174,6244,108.924927930814,0.0501034627096659,680127.25
"ELP-IAH","OO",667,19162,"ELP","IAH","Skywest",1,"El Paso, TX","Houston, TX",677,1284,205.163310672743,0.307591170423902,263429.690903801
"DCA-RSW","WN",892,19012,"DCA","RSW","Southwest",0,"Washington, DC","Fort Myers, FL",919,3624,176.917395143488,0.198337886932161,641148.64
"MYR-PIT","WN",475,18938,"MYR","PIT","Southwest",0,"Myrtle Beach, SC","Pittsburgh, PA",475,289,127.7,0.268842105263158,36905.3
"PHL-RSW","B6",993,18874,"PHL","RSW","Jetblue",0,"Philadelphia, PA","Fort Myers, FL",993,2563,96.0670854467421,0.0967442955153495,246219.94
"DFW-ORD","F9",801,18847,"DFW","ORD","Frontier",1,"Dallas/Fort Worth, TX","Chicago, IL",801,11432,146.73874779257,0.183194441688602,1677517.36476466
"MCI-SEA","OO",1489,18636,"MCI","SEA","Skywest",1,"Kansas City, MO","Seattle, WA",1489,1328,228.640476883685,0.153553040217384,303634.553301534
"FAT-SEA","AS",748,18548,"FAT","SEA","Alaska",1,"Fresno, CA","Seattle, WA",748,952,159.956397058824,0.2138454506134,152278.49
"ALB-DEN","F9",1610,18537,"ALB","DEN","Frontier",0,"Albany, NY","Denver, CO",1610,321,119.6,0.0742857142857143,38391.6
"ATL-BDL","F9",859,18509,"ATL","BDL","Frontier",1,"Atlanta, GA","Hartford, CT",859,1559,123.839916613214,0.144167539712705,193066.43
"LAX-TPA","AS",2158,18506,"LAX","TPA","Alaska",1,"Los Angeles, CA","Tampa, FL",2158,3001,239.656293986494,0.111054816490498,719208.538253469
"BUF-ORD","AA",473,18275,"BUF","ORD","American",1,"Buffalo, NY","Chicago, IL",473,623,179.053413302104,0.378548442499163,111550.276487211
"DEN-SMF","OO",909,18130,"DEN","SMF","Skywest",1,"Denver, CO","Sacramento, CA",909,2703,163.849999096577,0.180253024308665,442886.547558047
"LGA-STL","AA",888,18097,"LGA","STL","American",1,"New York City, NY","St. Louis, MO",929,2864,223.739833248936,0.251959271676729,640790.882424952
"DFW-SFO","F9",1464,18093,"DFW","SFO","Frontier",0,"Dallas/Fort Worth, TX","San Francisco, CA",1476,6869,204.738024495764,0.139848377387817,1406345.4902614
"LGA-MCI","WN",1107,18015,"LGA","MCI","Southwest",0,"New York City, NY","Kansas City, MO",1148,1986,209.339989929507,0.189105681959807,415749.22
"LAX-PDX","DL",834,17849,"LAX","PDX","Delta",1,"Los Angeles, CA","Portland, OR",859,10890,186.739910143513,0.223908765160087,2033597.62146285
"BDL-MIA","NK",1194,17838,"BDL","MIA","Spirit",1,"Hartford, CT","Miami, FL",1194,3370,125.547599406528,0.105148743221548,423095.41
"AUS-MCO","B6",994,17794,"AUS","MCO","Jetblue",1,"Austin, TX","Orlando, FL",994,3139,148.879646049983,0.149778315945657,467333.208950896
"ORD-PWM","AA",900,17794,"ORD","PWM","American",1,"Chicago, IL","Portland, ME",900,335,225.48,0.250533333333333,75535.8
"AUS-SFO","AS",1504,17751,"AUS","SFO","Alaska",1,"Austin, TX","San Francisco, CA",1504,5175,213.421476591243,0.141902577520773,1104456.14135968
"DTW-IAH","UA",1075,17712,"DTW","IAH","United",1,"Detroit, MI","Houston, TX",1092,3129,172.992891148828,0.160923619673329,541294.756404683
"AUS-LAX","AS",1242,17646,"AUS","LAX","Alaska",1,"Austin, TX","Los Angeles, CA",1242,8207,147.15961968405,0.118486006186835,1207738.998747
"CMH-ORD","OO",296,17625,"CMH","ORD","Skywest",1,"Columbus, OH","Chicago, IL",296,1665,174.355387217091,0.589038470328008,290301.719716456
"ORD-STL","UA",258,17493,"ORD","STL","United",1,"Chicago, IL","St. Louis, MO",258,1622,158.493837285131,0.614317198779578,257077.004076483
"HOU-PIT","WN",1131,17464,"HOU","PIT","Southwest",1,"Houston, TX","Pittsburgh, PA",1131,1336,220.953083832335,0.195360816827883,295193.32
"CLE-MIA","NK",1080,17436,"CLE","MIA","Spirit",1,"Cleveland, OH","Miami, FL",1080,3137,98.1175549888429,0.0908495879526323,307794.77
"BOS-MCO","WN",1121,17382,"BOS","MCO","Southwest",1,"Boston, MA","Orlando, FL",1142,13619,153.115004957803,0.136587872397683,2085273.25252031
"ORD-PSP","OO",1652,17345,"ORD","PSP","Skywest",1,"Chicago, IL","Palm Springs, CA",1657,313,377.834355555556,0.228713290287867,118262.153288889
"BDL-RSW","WN",1180,17256,"BDL","RSW","Southwest",0,"Hartford, CT","Fort Myers, FL",1180,1048,126.005209923664,0.106784076206495,132053.46
"EGE-JFK","AA",1746,16902,"EGE","JFK","American",1,"Eagle, CO","New York City, NY",1746,265,243.94,0.13971363115693,64644.1
"CMH-IAH","UA",986,16842,"CMH","IAH","United",1,"Columbus, OH","Houston, TX",1001,1035,239.863874396135,0.243269649488981,248259.11
"ACK-LGA","B6",202,16831,"ACK","LGA","Jetblue",0,"Nantucket, MA","New York City, NY",218,598,161.78,0.800891089108911,96744.44
"DEN-ORF","F9",1553,16750,"DEN","ORF","Frontier",0,"Denver, CO","Norfolk, VA",1553,587,104.755178875639,0.0674534313429741,61491.29
"MIA-PHL","NK",1013,16489,"MIA","PHL","Spirit",1,"Miami, FL","Philadelphia, PA",1013,8720,95.7472694954128,0.0945185286233098,834916.19
"DTW-SAN","NK",1956,16449,"DTW","SAN","Spirit",1,"Detroit, MI","San Diego, CA",1956,1655,116.975643504532,0.0598034987241982,193594.69
"MKE-PHX","NK",1460,16076,"MKE","PHX","Spirit",0,"Milwaukee, WI","Phoenix, AZ",1460,2485,224.162725227707,0.153536113169662,557044.372190851
"ATL-DEN","NK",1199,16009,"ATL","DEN","Spirit",1,"Atlanta, GA","Denver, CO",1199,6912,151.451566821559,0.126314901435829,1046833.22987061
"PHL-RSW","NK",993,15973,"PHL","RSW","Spirit",0,"Philadelphia, PA","Fort Myers, FL",993,2563,163.518266771284,0.164670963515895,419097.317734801
"SFO-TPA","AS",2393,15889,"SFO","TPA","Alaska",1,"San Francisco, CA","Tampa, FL",2393,1421,294.818668121146,0.123200446352339,418937.327400149
"MCO-SFO","B6",2446,15657,"MCO","SFO","Jetblue",1,"Orlando, FL","San Francisco, CA",2446,3691,227.765814192213,0.0931176672903569,840683.620183458
"ATL-CLE","F9",554,15609,"ATL","CLE","Frontier",1,"Atlanta, GA","Cleveland, OH",554,3029,125.445412128608,0.226435761964997,379974.153337555
"MIA-RDU","NK",700,15598,"MIA","RDU","Spirit",1,"Miami, FL","Raleigh/Durham, NC",700,3995,132.665279188744,0.189521827412491,529997.790359032
"BHM-ORD","OO",583,15563,"BHM","ORD","Skywest",1,"Birmingham, AL","Chicago, IL",583,555,196.260426050035,0.336638809691312,108924.536457769
"PHL-SAV","F9",629,15562,"PHL","SAV","Frontier",1,"Philadelphia, PA","Savannah, GA",629,270,67.96,0.108044515103339,18349.2
"CVG-DFW","F9",812,15385,"CVG","DFW","Frontier",0,"Cincinnati, OH","Dallas/Fort Worth, TX",812,1426,221.176426987276,0.2723847622996,315397.584883855
"CLE-RSW","WN",1025,15343,"CLE","RSW","Southwest",0,"Cleveland, OH","Fort Myers, FL",1025,2163,152.085003552602,0.148375613222051,328959.862684279
"LAX-SFO","AA",337,15330,"LAX","SFO","American",1,"Los Angeles, CA","San Francisco, CA",372,35228,138.171538434272,0.41000456508686,4867506.95596253
"RDU-TPA","F9",587,15308,"RDU","TPA","Frontier",1,"Raleigh/Durham, NC","Tampa, FL",591,1894,134.16524180175,0.228560888929727,254108.967972514
"BHM-DFW","OO",597,15302,"BHM","DFW","Skywest",0,"Birmingham, AL","Dallas/Fort Worth, TX",597,1197,247.440786221427,0.414473678762859,296186.621107048
"DFW-SLC","F9",989,15251,"DFW","SLC","Frontier",0,"Dallas/Fort Worth, TX","Salt Lake City, UT",999,4130,190.77791135437,0.192899809256188,787912.773893547
"MCO-MIA","NK",192,15230,"MCO","MIA","Spirit",1,"Orlando, FL","Miami, FL",192,1516,86.0613720316623,0.448236312664908,130469.04
"CMH-MIA","AA",990,15221,"CMH","MIA","American",1,"Columbus, OH","Miami, FL",990,2426,168.014457831609,0.169711573567282,407603.074699484
"DCA-IAH","OO",1208,15217,"DCA","IAH","Skywest",1,"Washington, DC","Houston, TX",1246,6897,200.18353497215,0.16571484683125,1380665.84070292
"LGA-SRQ","DL",1047,15213,"LGA","SRQ","Delta",1,"New York City, NY","Sarasota/Bradenton, FL",1076.5,2826,199.425451050213,0.190473210172124,563576.324667903
"CMH-IAH","OO",986,15172,"CMH","IAH","Skywest",1,"Columbus, OH","Houston, TX",1001,1035,239.865130691853,0.243270923622569,248260.410266068
"BOI-SAN","AS",749,15157,"BOI","SAN","Alaska",0,"Boise, ID","San Diego, CA",749,1071,143.150896358543,0.191122692067481,153314.61
"DCA-OKC","WN",1158,15041,"DCA","OKC","Southwest",0,"Washington, DC","Oklahoma City, OK",1180,627,200.649074960128,0.173272085457796,125806.97
"PDX-PSP","OO",873,14904,"PDX","PSP","Skywest",1,"Portland, OR","Palm Springs, CA",873,1079,164.054710951801,0.187920631101719,177015.033116993
"IAH-PHX","WN",1009,14888,"IAH","PHX","Southwest",1,"Houston, TX","Phoenix, AZ",1020,4073,176.347922906948,0.174774948371604,718265.09
"ATL-PBI","F9",545,14808,"ATL","PBI","Frontier",1,"Atlanta, GA","West Palm Beach/Palm Beach, FL",545,2176,147.962620290094,0.271491046403842,321966.661751244
"BNA-DFW","F9",631,14797,"BNA","DFW","Frontier",0,"Nashville, TN","Dallas/Fort Worth, TX",631,4277,164.196636052041,0.260216538909732,702269.01239458
"BDL-DEN","F9",1671,14736,"BDL","DEN","Frontier",0,"Hartford, CT","Denver, CO",1671,1088,265.152302260316,0.158678816433462,288485.704859224
"ORD-TUS","OO",1437,14725,"ORD","TUS","Skywest",1,"Chicago, IL","Tucson, AZ",1440,917,288.274324374079,0.200608437281892,264347.55545103
"MCI-RSW","NK",1155,14577,"MCI","RSW","Spirit",0,"Kansas City, MO","Fort Myers, FL",1155,277,213.518547655068,0.184864543424301,59144.6377004538
"MKE-RSW","NK",1183,14468,"MKE","RSW","Spirit",0,"Milwaukee, WI","Fort Myers, FL",1183,1497,196.574803305433,0.166166359514314,294272.480548234
"SYR-TPA","F9",1104,14378,"SYR","TPA","Frontier",1,"Syracuse, NY","Tampa, FL",1111,256,96.88,0.0877536231884058,24801.28
"IAH-LGA","AA",1416,14294,"IAH","LGA","American",1,"Houston, TX","New York City, NY",1465,11136,178.030684925725,0.125727884834552,1982549.70733288
"GRR-TPA","F9",1041,14162,"GRR","TPA","Frontier",1,"Grand Rapids, MI","Tampa, FL",1044,1392,187.016623642842,0.179650935295717,260327.140110836
"BOS-ORD","OO",867,14114,"BOS","ORD","Skywest",1,"Boston, MA","Chicago, IL",867,9010,166.632685433967,0.192194562207575,1501360.49576004
"ORD-SAT","OO",1041,14023,"ORD","SAT","Skywest",1,"Chicago, IL","San Antonio, TX",1041,1792,227.138316953631,0.21819242742904,407031.863980906
"ELP-PHX","OO",347,13940,"ELP","PHX","Skywest",1,"El Paso, TX","Phoenix, AZ",347,551,159.317591772897,0.459128506550135,87783.9930668661
"CHS-MIA","AA",489,13887,"CHS","MIA","American",1,"Charleston, SC","Miami, FL",489,884,173.552307692308,0.354912694667296,153420.24
"CHS-DCA","AA",444,13837,"CHS","DCA","American",1,"Charleston, SC","Washington, DC",472,2749,164.166546500895,0.369744474101116,451293.836330962
"BUF-ORD","OO",473,13826,"BUF","ORD","Skywest",1,"Buffalo, NY","Chicago, IL",473,623,179.053413302104,0.378548442499163,111550.276487211
"MCI-PDX","OO",1482,13779,"MCI","PDX","Skywest",1,"Kansas City, MO","Portland, OR",1482,289,228.994009193054,0.154516875298957,66179.2686567926
