"pair","carrier","dist","pass","port1","port2","port1_lat","port1_lon","port2_lat","port2_lon","carrier_name","Color"
"HNL-LAX","HA",2556,448588,"HNL","LAX",31.32062,-132.924228,33.942501,-118.407997,"Hawaiian","#A1418E"
"DEN-LAS","F9",628,447067,"DEN","LAS",39.86169815,-104.6729965,36.08010101,-115.1520004,"Frontier","#418369"
"ATL-CLT","DL",226,446544,"ATL","CLT",33.6367,-84.428101,35.2140007,-80.94309998,"Delta","#882537"
"HNL-LAX","AA",2556,445871,"HNL","LAX",31.32062,-132.924228,33.942501,-118.407997,"American","#C42D31"
"JFK-MCO","DL",944,445068,"JFK","MCO",40.639801,-73.7789,28.42939949,-81.30899811,"Delta","#882537"
"LAS-SLC","DL",368,444699,"LAS","SLC",36.08010101,-115.1520004,40.785749,-111.979746,"Delta","#882537"
"LAS-SJC","WN",386,444677,"LAS","SJC",36.08010101,-115.1520004,37.362598,-121.929001,"Southwest","#E6A137"
"DAL-SAT","WN",247,444387,"DAL","SAT",32.847099,-96.851799,29.533701,-98.469803,"Southwest","#E6A137"
"BNA-MCO","WN",616,443238,"BNA","MCO",36.12450027,-86.67819977,28.42939949,-81.30899811,"Southwest","#E6A137"
"HOU-MCO","WN",849,441890,"HOU","MCO",29.645399,-95.2789,28.42939949,-81.30899811,"Southwest","#E6A137"
"DEN-LAX","WN",862,441485,"DEN","LAX",39.86169815,-104.6729965,33.942501,-118.407997,"Southwest","#E6A137"
"LGA-MCO","DL",950,441291,"LGA","MCO",40.777199,-73.872597,28.42939949,-81.30899811,"Delta","#882537"
"ATL-BDL","DL",859,440630,"ATL","BDL",33.6367,-84.428101,41.93851,-72.688066,"Delta","#882537"
"DEN-SLC","WN",391,440426,"DEN","SLC",39.86169815,-104.6729965,40.785749,-111.979746,"Southwest","#E6A137"
"HOU-LAS","WN",1235,440252,"HOU","LAS",29.645399,-95.2789,36.08010101,-115.1520004,"Southwest","#E6A137"
"PHX-SLC","DL",507,440004,"PHX","SLC",33.435302,-112.005905,40.785749,-111.979746,"Delta","#882537"
"DFW-JAX","AA",918,438659,"DFW","JAX",32.896801,-97.038002,30.49410057,-81.68789673,"American","#C42D31"
"BWI-DEN","WN",1491,437306,"BWI","DEN",39.1754,-76.668297,39.86169815,-104.6729965,"Southwest","#E6A137"
"ORD-PHX","UA",1440,435998,"ORD","PHX",41.9786,-87.9048,33.435302,-112.005905,"United","#3782CC"
"LAX-PDX","AS",834,435133,"LAX","PDX",33.942501,-118.407997,45.58869934,-122.5979996,"Alaska","#202050"
"HOU-MDW","WN",937,434556,"HOU","MDW",29.645399,-95.2789,41.785999,-87.752403,"Southwest","#E6A137"
"DFW-PDX","AA",1616,434238,"DFW","PDX",32.896801,-97.038002,45.58869934,-122.5979996,"American","#C42D31"
"BUR-LAS","WN",223,434234,"BUR","LAS",34.197703,-118.356378,36.08010101,-115.1520004,"Southwest","#E6A137"
"PHX-SAN","AA",304,434224,"PHX","SAN",33.435302,-112.005905,32.73360062,-117.1900024,"American","#C42D31"
"JFK-SFO","DL",2586,433564,"JFK","SFO",40.639801,-73.7789,37.61899948,-122.375,"Delta","#882537"
"DEN-OAK","WN",957,433136,"DEN","OAK",39.86169815,-104.6729965,37.721298,-122.221001,"Southwest","#E6A137"
"BNA-DEN","WN",1014,432543,"BNA","DEN",36.12450027,-86.67819977,39.86169815,-104.6729965,"Southwest","#E6A137"
"OAK-SAN","WN",446,430626,"OAK","SAN",37.721298,-122.221001,32.73360062,-117.1900024,"Southwest","#E6A137"
"OAK-SNA","WN",371,429583,"OAK","SNA",37.721298,-122.221001,33.675701,-117.867996,"Southwest","#E6A137"
"LAX-PHX","WN",370,429099,"LAX","PHX",33.942501,-118.407997,33.435302,-112.005905,"Southwest","#E6A137"
"IAD-SFO","UA",2419,427774,"IAD","SFO",38.9445,-77.455803,37.61899948,-122.375,"United","#3782CC"
"JFK-MIA","B6",1089,427285,"JFK","MIA",40.639801,-73.7789,25.79319954,-80.29060364,"Jetblue","#303E71"
"DEN-SEA","UA",1024,425936,"DEN","SEA",39.86169815,-104.6729965,47.449001,-122.308998,"United","#3782CC"
"DFW-MSP","AA",852,425727,"DFW","MSP",32.896801,-97.038002,44.882,-93.221802,"American","#C42D31"
"ATL-MIA","AA",594,422328,"ATL","MIA",33.6367,-84.428101,25.79319954,-80.29060364,"American","#C42D31"
"AUS-DEN","WN",775,420914,"AUS","DEN",30.197535,-97.662015,39.86169815,-104.6729965,"Southwest","#E6A137"
"EWR-FLL","B6",1065,420662,"EWR","FLL",40.692501,-74.168701,26.072599,-80.152702,"Jetblue","#303E71"
"ATL-MDW","WN",591,420202,"ATL","MDW",33.6367,-84.428101,41.785999,-87.752403,"Southwest","#E6A137"
"DTW-SEA","DL",1927,419854,"DTW","SEA",42.21239853,-83.35340118,47.449001,-122.308998,"Delta","#882537"
"DEN-SMF","WN",909,418749,"DEN","SMF",39.86169815,-104.6729965,38.69540024,-121.5910034,"Southwest","#E6A137"
"IAD-LAX","UA",2288,416563,"IAD","LAX",38.9445,-77.455803,33.942501,-118.407997,"United","#3782CC"
"IAH-MSY","UA",305,416293,"IAH","MSY",29.9843998,-95.34140015,29.99340057,-90.25800323,"United","#3782CC"
"AUS-CLT","AA",1032,415942,"AUS","CLT",30.197535,-97.662015,35.2140007,-80.94309998,"American","#C42D31"
"EWR-LAS","UA",2227,415171,"EWR","LAS",40.692501,-74.168701,36.08010101,-115.1520004,"United","#3782CC"
"MCO-SLC","DL",1931,414563,"MCO","SLC",28.42939949,-81.30899811,40.785749,-111.979746,"Delta","#882537"
"DEN-SEA","AS",1024,413646,"DEN","SEA",39.86169815,-104.6729965,47.449001,-122.308998,"Alaska","#202050"
"SJC-SNA","WN",342,413546,"SJC","SNA",37.362598,-121.929001,33.675701,-117.867996,"Southwest","#E6A137"
"ATL-ECP","DL",240,413516,"ATL","ECP",33.6367,-84.428101,30.357106,-85.795414,"Delta","#882537"
"BOS-DTW","DL",632,412215,"BOS","DTW",42.3643,-71.005203,42.21239853,-83.35340118,"Delta","#882537"
"DTW-MCO","NK",957,410552,"DTW","MCO",42.21239853,-83.35340118,28.42939949,-81.30899811,"Spirit","#FDEB03"
"CLT-JFK","AA",541,409610,"CLT","JFK",35.2140007,-80.94309998,40.639801,-73.7789,"American","#C42D31"
"ORD-SAN","UA",1723,405622,"ORD","SAN",41.9786,-87.9048,32.73360062,-117.1900024,"United","#3782CC"
"FLL-ORD","UA",1182,405607,"FLL","ORD",26.072599,-80.152702,41.9786,-87.9048,"United","#3782CC"
"DEN-STL","WN",770,405126,"DEN","STL",39.86169815,-104.6729965,38.748697,-90.370003,"Southwest","#E6A137"
"JFK-SLC","DL",1990,404891,"JFK","SLC",40.639801,-73.7789,40.785749,-111.979746,"Delta","#882537"
"EWR-RSW","UA",1068,404379,"EWR","RSW",40.692501,-74.168701,26.53619957,-81.75520325,"United","#3782CC"
"ORD-TPA","UA",1011,403802,"ORD","TPA",41.9786,-87.9048,27.97550011,-82.53320313,"United","#3782CC"
"BOS-FLL","B6",1237,403558,"BOS","FLL",42.3643,-71.005203,26.072599,-80.152702,"Jetblue","#303E71"
"DEN-PDX","UA",991,402826,"DEN","PDX",39.86169815,-104.6729965,45.58869934,-122.5979996,"United","#3782CC"
"ABQ-DFW","AA",569,401647,"ABQ","DFW",35.040199,-106.609001,32.896801,-97.038002,"American","#C42D31"
"MSP-RSW","DL",1416,401507,"MSP","RSW",44.882,-93.221802,26.53619957,-81.75520325,"Delta","#882537"
"DEN-ORD","AA",888,401501,"DEN","ORD",39.86169815,-104.6729965,41.9786,-87.9048,"American","#C42D31"
"LGA-ORD","AA",733,401279,"LGA","ORD",40.777199,-73.872597,41.9786,-87.9048,"American","#C42D31"
"FLL-IAH","UA",966,400823,"FLL","IAH",26.072599,-80.152702,29.9843998,-95.34140015,"United","#3782CC"
"DTW-FLL","NK",1127,398293,"DTW","FLL",42.21239853,-83.35340118,26.072599,-80.152702,"Spirit","#FDEB03"
"HOU-PHX","WN",1020,396534,"HOU","PHX",29.645399,-95.2789,33.435302,-112.005905,"Southwest","#E6A137"
"MDW-RSW","WN",1105,396506,"MDW","RSW",41.785999,-87.752403,26.53619957,-81.75520325,"Southwest","#E6A137"
"BOS-BWI","WN",369,395879,"BOS","BWI",42.3643,-71.005203,39.1754,-76.668297,"Southwest","#E6A137"
"DFW-TUL","AA",237,395311,"DFW","TUL",32.896801,-97.038002,36.19839859,-95.88809967,"American","#C42D31"
"DFW-RDU","AA",1061,394673,"DFW","RDU",32.896801,-97.038002,35.87760162,-78.78749847,"American","#C42D31"
"IAH-PHX","UA",1009,393697,"IAH","PHX",29.9843998,-95.34140015,33.435302,-112.005905,"United","#3782CC"
"BNA-DAL","WN",623,393324,"BNA","DAL",36.12450027,-86.67819977,32.847099,-96.851799,"Southwest","#E6A137"
"BOS-MSP","DL",1124,392877,"BOS","MSP",42.3643,-71.005203,44.882,-93.221802,"Delta","#882537"
"SEA-SMF","AS",605,392428,"SEA","SMF",47.449001,-122.308998,38.69540024,-121.5910034,"Alaska","#202050"
"DTW-LGA","DL",502,392023,"DTW","LGA",42.21239853,-83.35340118,40.777199,-73.872597,"Delta","#882537"
"ORD-RSW","UA",1120,391406,"ORD","RSW",41.9786,-87.9048,26.53619957,-81.75520325,"United","#3782CC"
"DEN-SNA","WN",846,390728,"DEN","SNA",39.86169815,-104.6729965,33.675701,-117.867996,"Southwest","#E6A137"
"LAX-MCO","DL",2218,390573,"LAX","MCO",33.942501,-118.407997,28.42939949,-81.30899811,"Delta","#882537"
"DAL-MSY","WN",436,389615,"DAL","MSY",32.847099,-96.851799,29.99340057,-90.25800323,"Southwest","#E6A137"
"DEN-SEA","WN",1024,386963,"DEN","SEA",39.86169815,-104.6729965,47.449001,-122.308998,"Southwest","#E6A137"
"DFW-LAS","NK",1055,386729,"DFW","LAS",32.896801,-97.038002,36.08010101,-115.1520004,"Spirit","#FDEB03"
"DFW-DTW","AA",986,386254,"DFW","DTW",32.896801,-97.038002,42.21239853,-83.35340118,"American","#C42D31"
"FLL-ORD","NK",1182,385380,"FLL","ORD",26.072599,-80.152702,41.9786,-87.9048,"Spirit","#FDEB03"
"CLT-IAH","AA",912,384975,"CLT","IAH",35.2140007,-80.94309998,29.9843998,-95.34140015,"American","#C42D31"
"DEN-DTW","DL",1123,384486,"DEN","DTW",39.86169815,-104.6729965,42.21239853,-83.35340118,"Delta","#882537"
"DFW-RSW","AA",1017,382899,"DFW","RSW",32.896801,-97.038002,26.53619957,-81.75520325,"American","#C42D31"
"MCO-STL","WN",882,381535,"MCO","STL",28.42939949,-81.30899811,38.748697,-90.370003,"Southwest","#E6A137"
"DFW-IND","AA",761,381117,"DFW","IND",32.896801,-97.038002,39.7173,-86.294403,"American","#C42D31"
"ATL-VPS","DL",250,378235,"ATL","VPS",33.6367,-84.428101,30.4832,-86.525398,"Delta","#882537"
"HNL-LAX","DL",2556,377799,"HNL","LAX",31.32062,-132.924228,33.942501,-118.407997,"Delta","#882537"
"IAH-SAT","UA",191,376809,"IAH","SAT",29.9843998,-95.34140015,29.533701,-98.469803,"United","#3782CC"
"BWI-LAS","WN",2106,376448,"BWI","LAS",39.1754,-76.668297,36.08010101,-115.1520004,"Southwest","#E6A137"
"IAH-SAN","UA",1303,375932,"IAH","SAN",29.9843998,-95.34140015,32.73360062,-117.1900024,"United","#3782CC"
"ANC-SEA","DL",1448,375911,"ANC","SEA",41.1744,-134.996002,47.449001,-122.308998,"Delta","#882537"
"ATL-GSP","DL",153,375896,"ATL","GSP",33.6367,-84.428101,34.895699,-82.218903,"Delta","#882537"
"EWR-MCO","NK",937,375275,"EWR","MCO",40.692501,-74.168701,28.42939949,-81.30899811,"Spirit","#FDEB03"
"CLT-RIC","AA",257,375097,"CLT","RIC",35.2140007,-80.94309998,37.50519943,-77.31970215,"American","#C42D31"
"FLL-LGA","DL",1076,374555,"FLL","LGA",26.072599,-80.152702,40.777199,-73.872597,"Delta","#882537"
"OGG-SFO","UA",2338,373885,"OGG","SFO",30.898543,-131.431212,37.61899948,-122.375,"United","#3782CC"
"DAL-LAX","WN",1246,372679,"DAL","LAX",32.847099,-96.851799,33.942501,-118.407997,"Southwest","#E6A137"
"LAX-OAK","WN",337,372069,"LAX","OAK",33.942501,-118.407997,37.721298,-122.221001,"Southwest","#E6A137"
"BDL-CLT","AA",644,371386,"BDL","CLT",41.93851,-72.688066,35.2140007,-80.94309998,"American","#C42D31"
"DEN-PHX","AA",602,371091,"DEN","PHX",39.86169815,-104.6729965,33.435302,-112.005905,"American","#C42D31"
"ATL-HOU","WN",696,369868,"ATL","HOU",33.6367,-84.428101,29.645399,-95.2789,"Southwest","#E6A137"
"BNA-CLT","AA",328,368761,"BNA","CLT",36.12450027,-86.67819977,35.2140007,-80.94309998,"American","#C42D31"
"AUS-IAH","UA",140,367159,"AUS","IAH",30.197535,-97.662015,29.9843998,-95.34140015,"United","#3782CC"
"CLT-SAN","AA",2077,365303,"CLT","SAN",35.2140007,-80.94309998,32.73360062,-117.1900024,"American","#C42D31"
"HNL-LAS","HA",2762,365188,"HNL","LAS",31.32062,-132.924228,36.08010101,-115.1520004,"Hawaiian","#A1418E"
"AUS-DAL","WN",189,364155,"AUS","DAL",30.197535,-97.662015,32.847099,-96.851799,"Southwest","#E6A137"
"ATL-SDF","DL",321,363799,"ATL","SDF",33.6367,-84.428101,38.1744,-85.736,"Delta","#882537"
"HOU-MSY","WN",302,363664,"HOU","MSY",29.645399,-95.2789,29.99340057,-90.25800323,"Southwest","#E6A137"
"CLT-SFO","AA",2296,363210,"CLT","SFO",35.2140007,-80.94309998,37.61899948,-122.375,"American","#C42D31"
"ATL-DAL","WN",721,362791,"ATL","DAL",33.6367,-84.428101,32.847099,-96.851799,"Southwest","#E6A137"
"EWR-MIA","AA",1085,361684,"EWR","MIA",40.692501,-74.168701,25.79319954,-80.29060364,"American","#C42D31"
"IAD-ORD","UA",588,361419,"IAD","ORD",38.9445,-77.455803,41.9786,-87.9048,"United","#3782CC"
"BWI-DAL","WN",1209,361375,"BWI","DAL",39.1754,-76.668297,32.847099,-96.851799,"Southwest","#E6A137"
"BUR-PHX","WN",369,361165,"BUR","PHX",34.197703,-118.356378,33.435302,-112.005905,"Southwest","#E6A137"
"DEN-MCI","WN",533,360626,"DEN","MCI",39.86169815,-104.6729965,39.2976,-94.713898,"Southwest","#E6A137"
"PHX-SLC","WN",507,359796,"PHX","SLC",33.435302,-112.005905,40.785749,-111.979746,"Southwest","#E6A137"
"FLL-JFK","DL",1069,359250,"FLL","JFK",26.072599,-80.152702,40.639801,-73.7789,"Delta","#882537"
"DEN-SMF","UA",909,359020,"DEN","SMF",39.86169815,-104.6729965,38.69540024,-121.5910034,"United","#3782CC"
"ATL-PDX","DL",2172,358168,"ATL","PDX",33.6367,-84.428101,45.58869934,-122.5979996,"Delta","#882537"
"BOS-RSW","B6",1249,357674,"BOS","RSW",42.3643,-71.005203,26.53619957,-81.75520325,"Jetblue","#303E71"
"ATL-IAD","DL",534,357655,"ATL","IAD",33.6367,-84.428101,38.9445,-77.455803,"Delta","#882537"
"DEN-SLC","DL",391,357611,"DEN","SLC",39.86169815,-104.6729965,40.785749,-111.979746,"Delta","#882537"
"SLC-SMF","DL",532,357177,"SLC","SMF",40.785749,-111.979746,38.69540024,-121.5910034,"Delta","#882537"
"CLT-SAT","AA",1095,357041,"CLT","SAT",35.2140007,-80.94309998,29.533701,-98.469803,"American","#C42D31"
"DFW-STL","AA",550,356901,"DFW","STL",32.896801,-97.038002,38.748697,-90.370003,"American","#C42D31"
"CLT-JAX","AA",328,354963,"CLT","JAX",35.2140007,-80.94309998,30.49410057,-81.68789673,"American","#C42D31"
"ATL-HOU","DL",696,353770,"ATL","HOU",33.6367,-84.428101,29.645399,-95.2789,"Delta","#882537"
"DTW-LAS","NK",1749,353477,"DTW","LAS",42.21239853,-83.35340118,36.08010101,-115.1520004,"Spirit","#FDEB03"
"FLL-PHL","AA",992,353461,"FLL","PHL",26.072599,-80.152702,39.87189865,-75.2410965,"American","#C42D31"
"ORD-SEA","UA",1721,352687,"ORD","SEA",41.9786,-87.9048,47.449001,-122.308998,"United","#3782CC"
"DEN-PDX","WN",991,350283,"DEN","PDX",39.86169815,-104.6729965,45.58869934,-122.5979996,"Southwest","#E6A137"
"MIA-PHX","AA",1972,350242,"MIA","PHX",25.79319954,-80.29060364,33.435302,-112.005905,"American","#C42D31"
"FLL-MDW","WN",1167,349398,"FLL","MDW",26.072599,-80.152702,41.785999,-87.752403,"Southwest","#E6A137"
"BWI-FLL","NK",925,349305,"BWI","FLL",39.1754,-76.668297,26.072599,-80.152702,"Spirit","#FDEB03"
"IAD-MCO","UA",758,349300,"IAD","MCO",38.9445,-77.455803,28.42939949,-81.30899811,"United","#3782CC"
"JFK-MIA","DL",1089,348632,"JFK","MIA",40.639801,-73.7789,25.79319954,-80.29060364,"Delta","#882537"
"DTW-SFO","DL",2079,347995,"DTW","SFO",42.21239853,-83.35340118,37.61899948,-122.375,"Delta","#882537"
"PHX-SNA","AA",338,346847,"PHX","SNA",33.435302,-112.005905,33.675701,-117.867996,"American","#C42D31"
"MSP-ORD","UA",334,346245,"MSP","ORD",44.882,-93.221802,41.9786,-87.9048,"United","#3782CC"
"BUR-OAK","WN",325,345915,"BUR","OAK",34.197703,-118.356378,37.721298,-122.221001,"Southwest","#E6A137"
"MSP-SFO","DL",1589,344545,"MSP","SFO",44.882,-93.221802,37.61899948,-122.375,"Delta","#882537"
"MCO-PHL","NK",861,344287,"MCO","PHL",28.42939949,-81.30899811,39.87189865,-75.2410965,"Spirit","#FDEB03"
"PHX-SFO","AA",651,344212,"PHX","SFO",33.435302,-112.005905,37.61899948,-122.375,"American","#C42D31"
"LAS-SEA","DL",867,342934,"LAS","SEA",36.08010101,-115.1520004,47.449001,-122.308998,"Delta","#882537"
"DFW-MEM","AA",431,342775,"DFW","MEM",32.896801,-97.038002,35.04240036,-89.97669983,"American","#C42D31"
"LGA-MSP","DL",1020,342447,"LGA","MSP",40.777199,-73.872597,44.882,-93.221802,"Delta","#882537"
"DEN-TPA","WN",1506,341994,"DEN","TPA",39.86169815,-104.6729965,27.97550011,-82.53320313,"Southwest","#E6A137"
"MDW-MSP","WN",349,341772,"MDW","MSP",41.785999,-87.752403,44.882,-93.221802,"Southwest","#E6A137"
"LAS-SFO","UA",414,341522,"LAS","SFO",36.08010101,-115.1520004,37.61899948,-122.375,"United","#3782CC"
"BWI-MDW","WN",611,340292,"BWI","MDW",39.1754,-76.668297,41.785999,-87.752403,"Southwest","#E6A137"
"BWI-DFW","AA",1217,340033,"BWI","DFW",39.1754,-76.668297,32.896801,-97.038002,"American","#C42D31"
"LAX-MDW","WN",1750,339072,"LAX","MDW",33.942501,-118.407997,41.785999,-87.752403,"Southwest","#E6A137"
"ATL-BWI","WN",577,338911,"ATL","BWI",33.6367,-84.428101,39.1754,-76.668297,"Southwest","#E6A137"
"ATL-DEN","WN",1199,338835,"ATL","DEN",33.6367,-84.428101,39.86169815,-104.6729965,"Southwest","#E6A137"
"ATL-MCO","WN",404,338254,"ATL","MCO",33.6367,-84.428101,28.42939949,-81.30899811,"Southwest","#E6A137"
"MSP-TPA","DL",1306,338035,"MSP","TPA",44.882,-93.221802,27.97550011,-82.53320313,"Delta","#882537"
"PDX-SFO","UA",550,337951,"PDX","SFO",45.58869934,-122.5979996,37.61899948,-122.375,"United","#3782CC"
"LGA-MIA","DL",1096,337523,"LGA","MIA",40.777199,-73.872597,25.79319954,-80.29060364,"Delta","#882537"
"BNA-PHX","WN",1449,337259,"BNA","PHX",36.12450027,-86.67819977,33.435302,-112.005905,"Southwest","#E6A137"
"DEN-PHX","F9",602,336964,"DEN","PHX",39.86169815,-104.6729965,33.435302,-112.005905,"Frontier","#418369"
"DEN-LGA","UA",1620,336213,"DEN","LGA",39.86169815,-104.6729965,40.777199,-73.872597,"United","#3782CC"
"HNL-SEA","AS",2677,336003,"HNL","SEA",31.32062,-132.924228,47.449001,-122.308998,"Alaska","#202050"
"FAI-SEA","AS",1533,335556,"FAI","SEA",44.81510162,-132.8560028,47.449001,-122.308998,"Alaska","#202050"
"COS-DFW","AA",592,334450,"COS","DFW",38.805801,-104.700996,32.896801,-97.038002,"American","#C42D31"
"ORD-SFO","AA",1846,333847,"ORD","SFO",41.9786,-87.9048,37.61899948,-122.375,"American","#C42D31"
"DFW-SLC","DL",989,333003,"DFW","SLC",32.896801,-97.038002,40.785749,-111.979746,"Delta","#882537"
"BWI-MCO","NK",787,332445,"BWI","MCO",39.1754,-76.668297,28.42939949,-81.30899811,"Spirit","#FDEB03"
"IAH-MIA","UA",964,332383,"IAH","MIA",29.9843998,-95.34140015,25.79319954,-80.29060364,"United","#3782CC"
"MCI-MDW","WN",405,331956,"MCI","MDW",39.2976,-94.713898,41.785999,-87.752403,"Southwest","#E6A137"
"PHX-SJC","WN",621,331550,"PHX","SJC",33.435302,-112.005905,37.362598,-121.929001,"Southwest","#E6A137"
"AUS-DEN","UA",775,331285,"AUS","DEN",30.197535,-97.662015,39.86169815,-104.6729965,"United","#3782CC"
"ATL-DAB","DL",366,331123,"ATL","DAB",33.6367,-84.428101,29.179899,-81.058098,"Delta","#882537"
"DFW-EWR","AA",1372,330434,"DFW","EWR",32.896801,-97.038002,40.692501,-74.168701,"American","#C42D31"
"PHL-TPA","AA",920,329619,"PHL","TPA",39.87189865,-75.2410965,27.97550011,-82.53320313,"American","#C42D31"
"LAX-SJC","OO",308,329478,"LAX","SJC",33.942501,-118.407997,37.362598,-121.929001,"Skywest","#37509A"
"DFW-SEA","AS",1660,329273,"DFW","SEA",32.896801,-97.038002,47.449001,-122.308998,"Alaska","#202050"
"ALB-BWI","WN",289,329108,"ALB","BWI",42.74829865,-73.80169678,39.1754,-76.668297,"Southwest","#E6A137"
"SAN-SFO","UA",447,327670,"SAN","SFO",32.73360062,-117.1900024,37.61899948,-122.375,"United","#3782CC"
"MSP-SAN","DL",1532,327478,"MSP","SAN",44.882,-93.221802,32.73360062,-117.1900024,"Delta","#882537"
"IAH-TPA","UA",787,327313,"IAH","TPA",29.9843998,-95.34140015,27.97550011,-82.53320313,"United","#3782CC"
"ATL-LIT","DL",453,324346,"ATL","LIT",33.6367,-84.428101,34.729582,-92.223728,"Delta","#882537"
"ONT-SEA","AS",956,324337,"ONT","SEA",34.05599976,-117.6009979,47.449001,-122.308998,"Alaska","#202050"
"BNA-MDW","WN",395,323920,"BNA","MDW",36.12450027,-86.67819977,41.785999,-87.752403,"Southwest","#E6A137"
"BWI-RSW","WN",919,322951,"BWI","RSW",39.1754,-76.668297,26.53619957,-81.75520325,"Southwest","#E6A137"
"BOS-EWR","UA",200,322337,"BOS","EWR",42.3643,-71.005203,40.692501,-74.168701,"United","#3782CC"
"PHX-SMF","AA",647,322059,"PHX","SMF",33.435302,-112.005905,38.69540024,-121.5910034,"American","#C42D31"
"BOS-ORD","UA",867,321864,"BOS","ORD",42.3643,-71.005203,41.9786,-87.9048,"United","#3782CC"
"DFW-FLL","NK",1119,321464,"DFW","FLL",32.896801,-97.038002,26.072599,-80.152702,"Spirit","#FDEB03"
"DAL-MCI","WN",461,321232,"DAL","MCI",32.847099,-96.851799,39.2976,-94.713898,"Southwest","#E6A137"
"BWI-PVD","WN",327,320894,"BWI","PVD",39.1754,-76.668297,41.725038,-71.425668,"Southwest","#E6A137"
"MSP-PDX","DL",1426,319700,"MSP","PDX",44.882,-93.221802,45.58869934,-122.5979996,"Delta","#882537"
"CLT-MSY","AA",651,318794,"CLT","MSY",35.2140007,-80.94309998,29.99340057,-90.25800323,"American","#C42D31"
"AUS-LAS","WN",1090,318653,"AUS","LAS",30.197535,-97.662015,36.08010101,-115.1520004,"Southwest","#E6A137"
"JFK-LAS","DL",2248,317701,"JFK","LAS",40.639801,-73.7789,36.08010101,-115.1520004,"Delta","#882537"
"ORD-SAN","AA",1723,316512,"ORD","SAN",41.9786,-87.9048,32.73360062,-117.1900024,"American","#C42D31"
"BOS-LAX","B6",2611,316486,"BOS","LAX",42.3643,-71.005203,33.942501,-118.407997,"Jetblue","#303E71"
"ATL-GSO","DL",306,315382,"ATL","GSO",33.6367,-84.428101,36.097801,-79.937302,"Delta","#882537"
"DCA-MCO","AA",759,315131,"DCA","MCO",38.8521,-77.037697,28.42939949,-81.30899811,"American","#C42D31"
"DCA-LGA","AA",214,314735,"DCA","LGA",38.8521,-77.037697,40.777199,-73.872597,"American","#C42D31"
"MCI-PHX","WN",1044,314673,"MCI","PHX",39.2976,-94.713898,33.435302,-112.005905,"Southwest","#E6A137"
"ATL-GRR","DL",640,314473,"ATL","GRR",33.6367,-84.428101,42.88079834,-85.52279663,"Delta","#882537"
"CLE-MCO","F9",895,314456,"CLE","MCO",41.4117012,-81.84980011,28.42939949,-81.30899811,"Frontier","#418369"
"DAL-STL","WN",546,314197,"DAL","STL",32.847099,-96.851799,38.748697,-90.370003,"Southwest","#E6A137"
"DEN-DFW","UA",641,312947,"DEN","DFW",39.86169815,-104.6729965,32.896801,-97.038002,"United","#3782CC"
"JFK-SEA","DL",2422,312914,"JFK","SEA",40.639801,-73.7789,47.449001,-122.308998,"Delta","#882537"
"SLC-SNA","DL",588,312689,"SLC","SNA",40.785749,-111.979746,33.675701,-117.867996,"Delta","#882537"
"BNA-BWI","WN",587,311652,"BNA","BWI",36.12450027,-86.67819977,39.1754,-76.668297,"Southwest","#E6A137"
"LAX-SMF","OO",373,311327,"LAX","SMF",33.942501,-118.407997,38.69540024,-121.5910034,"Skywest","#37509A"
"BOS-SFO","B6",2704,310899,"BOS","SFO",42.3643,-71.005203,37.61899948,-122.375,"Jetblue","#303E71"
"DFW-FAT","AA",1313,310662,"DFW","FAT",32.896801,-97.038002,36.776199,-119.718002,"American","#C42D31"
"OGG-SEA","AS",2640,310614,"OGG","SEA",30.898543,-131.431212,47.449001,-122.308998,"Alaska","#202050"
"BOS-TPA","B6",1185,310372,"BOS","TPA",42.3643,-71.005203,27.97550011,-82.53320313,"Jetblue","#303E71"
"FLL-PHL","NK",992,310275,"FLL","PHL",26.072599,-80.152702,39.87189865,-75.2410965,"Spirit","#FDEB03"
"IAH-LAS","NK",1222,310036,"IAH","LAS",29.9843998,-95.34140015,36.08010101,-115.1520004,"Spirit","#FDEB03"
"HOU-SAT","WN",192,309918,"HOU","SAT",29.645399,-95.2789,29.533701,-98.469803,"Southwest","#E6A137"
"DEN-FLL","UA",1703,309708,"DEN","FLL",39.86169815,-104.6729965,26.072599,-80.152702,"United","#3782CC"
"PSP-SEA","AS",987,309686,"PSP","SEA",33.8297,-116.507004,47.449001,-122.308998,"Alaska","#202050"
"DFW-HNL","AA",3784,309527,"DFW","HNL",32.896801,-97.038002,31.32062,-132.924228,"American","#C42D31"
"LAX-RNO","OO",391,309061,"LAX","RNO",33.942501,-118.407997,39.49909973,-119.7679977,"Skywest","#37509A"
"DEN-SJC","WN",948,308650,"DEN","SJC",39.86169815,-104.6729965,37.362598,-121.929001,"Southwest","#E6A137"
"PHX-SEA","AA",1107,307519,"PHX","SEA",33.435302,-112.005905,47.449001,-122.308998,"American","#C42D31"
"FLL-LAX","B6",2343,306655,"FLL","LAX",26.072599,-80.152702,33.942501,-118.407997,"Jetblue","#303E71"
"DEN-ORD","WN",888,305879,"DEN","ORD",39.86169815,-104.6729965,41.9786,-87.9048,"Southwest","#E6A137"
"EWR-PHX","UA",2133,305450,"EWR","PHX",40.692501,-74.168701,33.435302,-112.005905,"United","#3782CC"
"BOS-PHL","AA",280,305257,"BOS","PHL",42.3643,-71.005203,39.87189865,-75.2410965,"American","#C42D31"
